,virusUprot,humanUprot
1707,P03470,Q15208
1708,P03430,P62333
1709,P03427,P49411
1710,P05777,P47756
1711,P15682,Q9Y224
1712,P03470,O43175
1713,Q82506,P61247
1714,P03470,P46937
1715,P15682,Q8N163
1717,P05780,P17812
1718,P05777,Q09028
1719,P15682,Q8N5C6
1720,P05777,P63313
1721,P05780,O75340
1722,P03427,P25705
1723,P15682,Q3ZCQ8
1724,P05777,Q9H307
1725,P05780,Q8NI27
1726,P03454,P84090
1727,P05777,Q9NS86
1728,P03430,P51665
1729,P15682,Q7KZF4
1730,P15659,P24534
1731,P03427,O95793
1732,P05777,P84085
1733,P03470,P36578
1734,P15659,O94808
1735,P05780,O00231
1736,P15682,Q00341
1737,P15659,P51648
1738,P03470,Q15417
1739,P15682,P13645
1740,Q82506,O75688
1741,P05777,Q00325
1742,P15659,Q08211
1743,P03427,Q9Y5F1
1744,P05777,P53618
1745,P15682,P61981
1746,P15682,Q00325
1747,P03427,P62841
1748,P03470,Q9NS86
1749,P03427,Q9UMS4
1750,Q20MH0,Q00325
1751,P03430,Q9Y3C1
1752,P03470,P62753
1753,P15682,Q15287
1754,P03470,P60228
1755,P15659,P55209
1756,P15659,P21333
1757,P05777,Q08211
1758,P15659,Q9Y3U8
1759,P05780,Q09666
1760,P15682,O95232
1761,P05780,P56192
1762,P03427,P13010
1763,P03430,P60866
1764,P15682,Q9BXP5
1765,P15682,Q9NVV4
1766,P15682,P62273
1767,P15682,P68371
1768,Q82506,P09651
1769,P15659,P31943
1770,P03470,P25398
1771,P05780,P62917
1772,P05777,O15240
1773,P03430,P05386
1774,P15682,P62937
1775,P03470,Q9Y696
1776,P03470,P60953
1777,P15682,Q01082
1778,P05780,Q9NZL4
1779,P03427,P17844
1780,P05780,Q9NXV2
1781,P05777,P23588
1782,P03470,Q99436
1783,P15682,Q9UKD2
1784,P03470,P62826
1785,P05780,P47897
1786,P05780,Q9Y5M8
1787,P03454,Q9UNM6
1788,P15682,O95267
1789,P15682,P25398
1790,P15682,Q09666
1791,P03454,P62280
1792,P15682,P07437
1793,P03427,Q12905
1794,P03470,Q15427
1795,Q82506,P84103
1796,P05780,Q71U36
1797,P15682,P63220
1798,P03430,P62899
1799,P15659,Q9UMS4
1800,P03430,P09012
1801,P03427,P39019
1802,P15682,P18669
1803,P05777,P20290
1804,P03430,Q9BQ04
1805,P03430,Q9NXV2
1806,P03430,P11142
1807,P05780,Q7L4E1
1808,P15659,P18077
1809,P03427,O00487
1810,P03430,P50914
1811,P05780,P63000
1812,P15659,Q9BUA3
1813,P05777,Q8IYB3
1814,P03427,P12236
1815,P03470,Q12905
1816,P03427,P31943
1817,P05777,Q15008
1818,P03427,P49207
1819,P15659,P31153
1820,P15682,Q9H0J9
1821,P05777,P07900
1822,P05777,O00303
1823,P15659,P10599
1824,P03470,Q14004
1825,P05780,P18085
1826,P03427,P12956
1827,P05777,Q9Y295
1828,P05777,P67775
1829,P03470,P61026
1830,P03430,Q5H9R7
1831,P03470,P35580
1832,P03470,P62263
1833,P15682,P78316
1834,P03454,P67936
1835,P03430,O43823
1836,P05777,P68104
1837,P03430,Q12849
1838,P05780,P56589
1839,P05777,P60866
1840,P15659,P62906
1841,P03454,P43403
1842,P03470,P47914
1843,P03430,P61313
1844,P05777,P25398
1845,P03427,P50990
1846,P03430,P82914
1847,P15682,P17480
1848,P05780,Q5XKP0
1849,P03427,P39023
1850,P03470,P62269
1851,Q20MH0,P60468
1852,P03470,P62495
1853,P05777,Q15427
1854,P05780,Q9UJS0
1855,P05780,Q6NXE6
1856,P03427,Q9NQ29
1857,P05780,P49770
1858,P05777,Q13283
1859,P05780,P69905
1860,P15659,Q04323
1861,P03470,Q9Y657
1862,P15682,O60506
1863,P05780,Q9H361
1864,P03427,P27348
1865,P03470,P68104
1866,P03470,P07355
1867,P05780,Q8NBU5
1868,P05780,P14678
1869,P03470,P43243
1870,P03427,O75153
1871,P03427,Q9NR30
1872,P03430,Q9H0S4
1873,P03430,Q07021
1874,P03454,P62829
1875,P05780,P40227
1877,Q82506,P47914
1880,P03431,P04233
1881,P03431,P62917
1882,P15682,Q07020
1883,P03427,P43243
1884,P03454,P07814
1885,P03430,P62910
1886,P05777,P62753
1887,P03454,P81605
1888,P03470,Q9BUJ2
1889,P03454,Q14152
1890,P03454,P05386
1891,P05777,P57088
1892,P03427,Q8IYB3
1893,P03430,Q6P2Q9
1894,P03470,P61981
1895,P15659,P35998
1896,P05777,Q01082
1897,P05780,P08237
1898,P05777,Q15046
1899,P05777,Q01081
1900,P15659,P05388
1901,P05780,P26373
1902,Q82506,P22626
1903,P15682,P14618
1904,P15682,O75688
1905,P03454,P37108
1906,P05780,P00533
1907,P03454,O60256
1908,P15682,Q14444
1909,P05777,P42704
1910,P03427,Q9H0D6
1911,P03454,O00487
1912,P05777,O15523
1913,P15682,P10809
1914,P05780,P62304
1915,P03430,Q9Y3Y2
1916,P03470,P55209
1917,P15682,P05204
1918,P03430,Q9NSD9
1919,P15682,P62258
1920,P03454,P05198
1921,P05780,P37198
1922,P05780,O75190
1923,P03470,P04406
1924,P05780,P50991
1925,P05777,P98179
1926,P15682,P61254
1927,P15659,P62244
1928,P05780,P04843
1929,P15682,P21291
1930,P15682,P62805
1931,P15659,P07437
1932,P15682,P26196
1933,P05777,P51398
1934,P15682,P46778
1935,P03470,Q9Y383
1936,P03470,Q9Y3U8
1937,P03430,Q15149
1938,P05780,P68104
1939,P05780,P27348
1940,P03470,O00232
1941,P03470,Q9UQ80
1942,P03470,Q92900
1943,P05777,O60841
1944,P03470,P60660
1945,P03427,Q9Y5A9
1946,P05777,P78527
1947,P03454,Q01081
1948,P03470,Q9UN86
1949,P03454,P02545
1951,P03470,Q9NZT1
1952,P03427,P62081
1953,P03430,O43680
1954,P05777,Q92616
1955,P03430,P06748
1956,P15682,P98175
1957,P15682,P52732
1958,P03470,P18669
1959,P03427,P82650
1960,P15682,Q8TED0
1961,P03427,Q14974
1962,P03470,P06576
1963,P15682,Q9BXS6
1964,P15659,Q8IW93
1965,P03470,P52272
1966,P15659,P62277
1967,P05777,Q9NZ01
1968,P15682,P46782
1969,P03430,Q13509
1970,P03470,O15084
1971,P05780,Q9NVI7
1972,P03430,Q15370
1973,P03430,P30050
1974,P05777,P49411
1975,P05777,O60264
1976,P03470,Q9HC36
1977,P05777,Q15084
1978,P03470,P31151
1979,Q82506,Q9Y2W1
1980,P03470,O60506
1981,P05777,Q15738
1982,P15682,Q14157
1983,P03427,O00629
1984,P03427,Q14103
1985,P03427,O43390
1986,P03430,O43432
1987,P15682,P53618
1988,P05777,O95071
1989,P03430,P31689
1990,P15682,P30050
1991,P03430,Q14692
1992,P05780,Q00325
1993,Q82506,Q9NZB2
1994,P03427,Q01081
1995,P05777,Q16629
1996,P03427,Q99650
1997,P05780,Q9NP72
1998,P03470,Q9NVI7
1999,P15682,P07355
2000,P15682,Q9NZB2
2001,P03427,P67809
2002,P03454,O75821
2003,P05780,Q8NC51
2004,P15659,Q86V81
2005,P03454,P62266
2006,P05777,P82673
2007,P15682,P17812
2008,P05777,O00410
2009,P03470,Q16629
2010,P03427,Q15293
2011,P03454,P30153
2012,P05780,O00429
2013,P05780,Q9UHI6
2014,Q82506,P38919
2015,P03427,P17931
2016,P05777,Q99733
2017,P03430,P13010
2018,P05777,Q9H7D7
2019,P03454,O95816
2020,P03454,P19474
2021,P03470,P40227
2022,P15659,P62899
2023,P05780,P17858
2024,P05777,P46778
2025,P05777,P51114
2026,P03427,Q9NVI7
2027,P15682,O00159
2028,P03470,Q9NZ01
2029,P03427,P35998
2030,P05780,O76071
2031,P03454,Q16543
2032,P05777,P26038
2033,P05777,Q07021
2034,P15659,P55036
2035,P03430,P62244
2036,P03470,P08133
2037,Q20MH0,P06748
2038,P03427,P30622
2039,P05777,Q9BTE7
2040,P03427,P62913
2041,P03427,Q9UKM9
2042,P03430,P10599
2043,P03430,P05387
2044,P05780,O43592
2045,P15659,Q15149
2046,P05780,P31946
2047,P03454,P62191
2048,P03508,Q9H1Y0
2049,P03508,Q9P1Z2
2050,P03508,Q8NHQ1
2051,Q1K9H5,P46781
2052,Q1K9H5,Q9Y287
2054,P15682,P12268
2055,P03430,Q9UKD2
2056,P03454,O75964
2057,Q20MH0,P68133
2058,P15659,P26373
2059,P05780,Q16891
2060,P03470,Q99729
2061,P03470,Q15149
2062,P05777,Q14315
2064,P15682,Q9HD33
2065,P15659,Q14974
2066,P03454,P63313
2067,P15682,P35606
2068,P15682,E9PAV3
2069,P05780,Q9UBB4
2070,P03430,P11387
2071,P15682,P23588
2072,P05780,Q68D91
2073,P05780,Q8TF72
2074,P05780,P62258
2075,P05780,P0DI81
2076,Q20MH0,P62244
2077,P03470,P30153
2078,P03470,P84103
2079,P03427,Q96EY7
2080,P15682,P23528
2081,P15682,P49406
2082,P05777,P61163
2083,P05777,P62807
2084,P03427,O43852
2085,P15682,Q96EY7
2086,P05780,P60660
2087,Q82506,P24534
2088,P03427,Q00325
2089,P05780,A0FGR8
2090,P05780,Q96QU8
2091,P05780,P50914
2092,P05780,Q13445
2093,P03470,Q14847
2094,P05777,P62899
2095,P03454,Q15393
2096,P15682,P07910
2097,P03470,Q07065
2098,P05777,P62851
2099,P03470,P53396
2100,P05777,Q11206
2101,P15659,P52272
2102,P15659,Q09666
2103,P15682,P04792
2104,P05780,P11166
2105,P03427,O60884
2106,P03427,P82673
2107,P15659,Q99460
2108,P03430,Q08211
2109,P03427,Q96M95
2110,P03470,P62314
2111,P15682,P62304
2112,P15659,Q8WWM7
2113,P03430,Q8NC51
2114,P05780,P62841
2115,P03430,P15880
2116,P05777,P09651
2117,P15682,Q5BJE1
2118,P03427,Q00839
2119,P15682,P24534
2120,P15682,P05141
2121,P05777,P62913
2122,P05777,P63220
2123,P05777,Q8N1F7
2124,P03430,P62995
2125,P15682,P18124
2126,P03470,Q14498
2127,P03454,Q14315
2128,P03430,P10809
2129,P03454,P31689
2130,P03454,P83881
2131,P03427,O14979
2132,P03454,P49458
2133,P03430,P62805
2134,P05777,P61978
2135,P15659,Q07021
2136,P03427,P02511
2137,P15659,Q13509
2138,P15682,Q9BQ04
2139,P03470,P14923
2140,P05777,Q14558
2141,P03427,P37108
2142,P03470,P27824
2143,Q20MH0,P19338
2144,P15659,P63173
2145,P03470,P63010
2146,P05780,P61247
2147,P03454,Q9BQA1
2148,P03430,P62913
2149,P05777,Q00341
2150,P03470,P61927
2151,P05780,Q8N490
2152,P03454,P26373
2153,P15659,P02545
2154,P05780,Q96JJ7
2155,P03470,Q9NYU2
2156,P03427,Q9BQ70
2157,P15659,O75643
2158,P05780,P05387
2159,P03470,Q15393
2160,P15682,Q14498
2161,P05777,P07355
2162,P15659,P62269
2163,P03454,Q8NC51
2164,P05777,Q15717
2165,P03470,Q96EY1
2166,P15682,Q96QR8
2167,P05780,Q15365
2168,P03470,P05556
2169,P05777,O95816
2170,P03427,P50402
2171,P05777,P55209
2172,P03454,P08670
2173,P15659,O94915
2174,P03470,Q9BYJ9
2175,P05777,Q9BUQ8
2176,P15682,P17096
2177,P05777,O95793
2178,P15682,Q15393
2179,P15682,Q12873
2180,P03427,Q9P2K5
2181,P03427,Q9NRN7
2182,P15682,P31689
2183,P03470,P04843
2184,P03427,Q9UJS0
2185,P15682,P62753
2186,P03454,Q9BUA3
2187,Q82506,P37108
2188,P03427,Q15427
2189,P05777,P46781
2190,P03427,P05387
2191,P05777,P35222
2192,P05780,O14735
2193,Q82506,Q8NC51
2194,P03427,O43432
2195,P03427,O60762
2196,P03470,Q96P70
2197,P03430,P62917
2198,P05780,Q8IYD1
2199,P03470,Q96I25
2200,P03470,P41091
2201,P03430,P39019
2202,P03470,Q5H9R7
2203,P05780,Q9Y3B4
2204,P15659,Q6PKG0
2205,P15682,Q99880
2206,P05777,P38919
2207,P05777,O43809
2208,P05777,P22392
2209,P03427,Q99460
2210,P15659,Q12849
2211,P15659,P67809
2212,P05780,Q9UM00
2213,P05780,P14618
2214,P15682,P55795
2215,P15659,A6NHR9
2216,P15682,P62750
2217,P15682,P04264
2218,P03470,P62424
2219,P05777,O75533
2220,P03470,P08758
2221,P03454,Q9Y262
2222,Q82506,P25398
2223,P05777,P62244
2224,P05777,Q9Y6N5
2225,P03454,P54105
2226,P05777,P68363
2227,P03430,P61978
2228,P03454,P26038
2229,P05780,P60059
2230,Q20MH0,P09651
2231,P03470,P07195
2232,P05777,P35241
2233,P05780,P46778
2234,P03427,Q9H330
2235,P03430,P26599
2236,P05777,Q49A26
2237,P15682,P10412
2238,P03470,O60256
2239,P15682,O60524
2240,P03470,P30041
2241,P05777,P46776
2242,Q1K9H5,P49848
2243,P03433,Q8WUK0
2245,P03508,O75410
2246,P03508,P0C7W6
2248,P05777,P46779
2249,P15682,P62318
2250,P03454,P19338
2251,Q82506,P62244
2252,P15682,P61513
2253,P05777,Q9UBM7
2254,P15659,P62701
2255,P05780,Q96D53
2256,P05777,P16615
2257,P05777,P35606
2258,P05780,P04844
2259,P05777,P63151
2260,P15682,P31943
2261,P03454,Q13200
2262,P03454,Q3V6T2
2263,Q82506,P62899
2264,P15682,Q92615
2265,P05777,P50914
2266,P03454,Q9NZB2
2267,P03454,Q9BQE3
2268,P03470,P04083
2269,P05780,P14324
2270,P03430,P42766
2271,P05780,Q9NXS2
2272,P03454,Q14103
2273,P05780,P42766
2274,Q82506,Q13435
2275,P15682,Q6P2Q9
2276,P03470,P60903
2277,P05780,Q14738
2278,P15682,Q9H074
2279,P05780,O94822
2280,P05777,A6NHR9
2281,P03427,Q5H9R7
2282,P05780,Q8NF37
2283,P05777,P62910
2284,Q82506,P11142
2285,P03470,P61313
2286,P15659,P08621
2287,P05777,P36542
2288,P05777,Q99460
2289,P03430,P62424
2290,P05777,P46777
2291,P05777,Q9C005
2292,P15659,P11021
2293,P03427,O43143
2294,P15682,P50395
2295,P03427,P81605
2296,P03427,Q13283
2297,Q82506,P62277
2298,Q82506,P23246
2300,P03427,Q15008
2301,P03470,A6NHR9
2302,P15682,P51398
2303,P15659,P31946
2304,P15682,Q13151
2305,P03430,P07355
2306,P05777,Q9HCK1
2307,Q82506,P26641
2308,P03470,P25705
2309,P03454,Q14257
2310,P03427,P51114
2311,P03427,P04844
2312,P05780,P25205
2313,P03470,P33993
2314,P03427,P58340
2315,P03427,P55084
2316,P05777,Q96HS1
2317,P05777,O15427
2318,P05780,Q2TB90
2319,P15682,Q15424
2320,P15659,O00571
2321,P15682,P78371
2322,Q82506,P62273
2323,P03430,O95831
2324,P03470,O95793
2325,P03430,P49458
2326,P03470,P13804
2327,P03427,Q86UE4
2328,P03470,E9PAV3
2329,P05777,Q16576
2330,P05780,A5YKK6
2331,P03470,P17812
2332,P03430,Q9BVI4
2333,P15682,Q13428
2334,P05780,P27797
2335,P05777,P68366
2336,P05780,P51151
2337,P03470,Q08J23
2338,P03454,Q6VN20
2339,P05780,Q12979
2340,P05777,Q15003
2341,P15682,P63104
2342,P03427,P54652
2343,P05780,P62263
2344,P15682,P04350
2345,P05780,Q6ZMG9
2346,P03470,P17931
2347,P05777,Q13435
2348,P05780,O95817
2350,P05777,P62249
2351,P15682,Q13242
2352,Q20MH0,P62913
2353,P03454,Q00610
2354,P15682,P51991
2355,P15659,P10412
2356,P05777,Q9UQ35
2357,P03470,O75475
2358,P03427,P50454
2359,P03470,P82914
2360,P03470,O60313
2361,P15682,P52597
2362,P05777,Q12849
2363,P05780,Q13838
2364,P03470,Q13501
2365,P05777,Q07065
2366,P03430,P51398
2367,P03427,P68371
2368,P15682,Q2TAY7
2369,P03454,P62273
2370,Q82506,Q14315
2371,P15682,P08758
2372,P05777,P62333
2373,P03454,P31946
2374,P15682,P61026
2375,P03430,P40429
2376,P03454,Q15233
2377,P05780,Q14257
2378,P15659,P61254
2379,P15659,P13010
2380,P05777,P41091
2381,P05777,Q16630
2382,P15682,P10599
2383,P03427,P62263
2384,P15682,O94973
2385,Q20MH0,P62277
2386,P15682,P08865
2387,P15682,P62263
2388,P03430,Q13151
2389,P05777,Q9BQE3
2390,P03427,P36578
2391,P05777,Q14257
2392,P05780,Q8N1F7
2393,P03454,P25786
2394,P15659,Q9NVI7
2395,P03454,Q00839
2396,P05777,Q70IA6
2397,P03470,Q92973
2398,P15659,O96008
2399,P05780,Q8IWA4
2400,P03454,P17987
2401,P15682,P62277
2402,P15659,O95071
2403,P03454,P61163
2404,P03470,Q14444
2405,P05777,P08670
2406,P05780,Q9Y678
2407,P03454,Q15208
2408,P05777,P50213
2409,P05780,Q7L8L6
2410,P03470,Q9BQ61
2411,P05780,Q13098
2412,P03430,P62269
2413,P03470,P46776
2414,P05777,P08195
2415,P05780,Q9H900
2416,P03430,P08579
2417,P05777,P60468
2418,P03470,P20290
2419,P05780,Q9UI26
2420,P15682,P06703
2421,P03470,P48643
2422,P03454,P61604
2423,P05777,P27816
2424,P05777,P67809
2425,Q20MH0,P30050
2426,P05780,P49411
2427,P05777,Q9NVH1
2428,P03427,Q6ZUJ4
2429,P03470,P11166
2430,P15682,P06576
2431,P15682,Q96C19
2432,Q1K9H5,Q7Z3B4
2433,P03508,Q8ND90
2435,P03433,Q9NTK5
2436,P03431,Q9UQ80
2438,P15682,P61313
2439,P03470,Q92688
2440,P05777,P78371
2441,P15682,Q9H2U1
2442,P05780,A6NHL2
2443,P03470,P68363
2444,P03470,P40429
2445,P15682,Q86YZ3
2446,P05777,P84103
2447,P03470,P07437
2448,P03470,Q9UPN3
2449,P05777,Q15645
2450,P03470,Q15084
2451,P03470,P09874
2452,P05777,O60725
2453,P05777,P41250
2454,P05780,Q9UG63
2455,P05777,Q03135
2456,P15682,P83881
2457,P05777,P25705
2458,P15659,P07910
2459,P05777,Q07157
2460,Q1K9H5,O00410
2461,P03427,Q5BJE1
2462,P03454,O14744
2463,P03430,P08670
2464,P15659,P54105
2465,P03430,Q14315
2466,P03470,Q6FI13
2467,P05777,P55036
2468,P03470,Q9Y3D9
2469,P05777,P62191
2470,P03470,Q9UBS4
2471,P15682,Q5T2S8
2472,P03430,P83731
2473,P03454,P09493
2474,P05780,Q16594
2475,P03454,P08621
2476,P03470,Q9NRN7
2477,P03454,Q9UQ80
2478,P03430,P46782
2479,P15659,Q02978
2480,P03430,Q02543
2481,P03454,P07910
2482,P05777,Q6FI13
2483,P03470,P55884
2484,P15682,Q00839
2485,P03470,P25205
2486,P05780,Q9NS86
2487,P03427,Q86Y46
2488,P03470,O43390
2489,P05777,Q8NE71
2490,P15682,P11021
2491,P05780,Q86W92
2492,P15682,P35659
2493,P15682,P82914
2494,P05780,P19105
2495,P05780,Q13395
2496,Q82506,P02545
2497,P05777,P62306
2498,P03427,P62249
2499,P05777,P53621
2500,P03430,Q9Y3Z3
2501,P03430,O00232
2502,P03427,O95831
2503,P15682,P08670
2504,P05777,P63010
2505,P15682,P05198
2506,P15682,Q8WWY3
2507,P15659,Q13155
2508,P03470,Q16222
2509,P03470,P35659
2510,P15682,Q53F19
2511,P03430,Q99729
2512,P03470,P20042
2513,P15682,P26368
2514,P03427,Q7Z6Z7
2515,P03427,P62314
2516,P05777,P52732
2517,P05780,P12236
2518,P15682,O43143
2519,P03470,Q12849
2520,P03454,P35268
2521,P05777,Q99714
2522,P05777,P47897
2523,P03430,P18124
2524,P03454,P09496
2525,P05777,Q96A33
2526,P03470,Q49A26
2527,P05780,P07437
2528,P03470,P10809
2529,P15682,Q13405
2530,P03454,P52272
2531,P03430,Q96SB4
2532,P03454,Q9Y266
2533,Q82506,P83731
2534,P03427,P17987
2535,P05777,Q07020
2536,P15659,P25789
2537,P03454,P07237
2538,P15682,Q99700
2539,P05777,O00231
2540,P03427,P40227
2541,P15659,P22626
2542,P15659,O14925
2543,Q82506,P62841
2544,P03454,P62424
2545,P15682,P41252
2546,P05777,O43823
2547,P05780,P62820
2548,P03470,Q9BRV8
2549,P05777,P13010
2550,P05777,O76094
2551,P03430,P62263
2552,P05777,P05198
2553,P03470,P60468
2554,P03470,P62081
2555,P05780,Q99442
2556,P03427,Q15208
2557,P05780,Q8TEX9
2558,P05780,P40938
2559,P15682,Q15208
2561,P03427,P62857
2562,P03454,P04792
2563,P05780,P57678
2564,P05777,P50991
2565,P15682,P09234
2566,P05780,Q99460
2567,P03470,P08195
2568,P03430,P84103
2569,P03454,P39023
2570,P15659,P40429
2571,P03470,O43852
2572,P15659,P18124
2573,P15682,Q96CW1
2574,P03470,Q16576
2575,P05780,P27824
2576,P05777,P08621
2577,P03427,Q9Y2Q9
2578,P03470,O75533
2579,P03454,O43242
2580,P03430,P61927
2581,P03470,Q13243
2582,P03470,P09012
2583,P05777,P12956
2584,P03454,P27348
2585,P03430,Q9NVI7
2586,P05777,Q6P3W7
2587,P05780,P49585
2588,Q82506,P06748
2589,P03427,O00231
2590,P05780,P53621
2591,P03454,P04350
2592,P03430,Q9P0J7
2593,P03454,Q9Y6M1
2594,P15682,Q6PKG0
2595,P05777,Q9UBW8
2596,P15659,P08708
2597,P05777,P51665
2598,P05780,Q13200
2600,P03427,Q96CW1
2602,P05780,Q7Z5K2
2603,P03430,P14866
2604,P05780,Q12904
2605,P05777,Q8IVF2
2606,P03427,Q12857
2607,P03430,Q8WWY3
2608,P05777,P26196
2609,P03470,P62244
2610,P03454,Q99460
2611,P03470,P84090
2612,Q1K9H5,Q13111
2613,Q1K9H5,P23141
2614,Q1K9H5,P17844
2616,Q1K9H5,Q9H0E9
2617,Q1K9H5,Q9Y2K1
2620,P03433,Q32MZ4
2621,P03508,Q8N6Y0
2623,P05777,P62241
2624,P05780,Q16531
2625,P15659,Q8WVS4
2626,P15659,P51114
2627,P03427,P11940
2628,P03427,Q71U36
2629,Q20MH0,P27816
2630,P03427,P18621
2631,P05777,Q9NZN4
2632,P15659,Q96IX5
2633,P03430,P35527
2634,P15682,Q8NI27
2635,P03470,Q07955
2636,P05780,P42695
2637,P05777,P62847
2638,P15682,Q16875
2639,P03427,P62750
2640,P03496,Q9UBU9
2641,P15659,Q15233
2642,P05780,Q00610
2643,P03454,Q13435
2644,P05780,P43307
2645,P03454,P68104
2646,P15682,O43852
2647,P03430,Q14103
2648,P03470,P35606
2649,P03454,P38646
2650,P05780,P62266
2651,P05777,P52272
2652,Q20MH0,P52732
2653,P05780,P06703
2654,P03470,P09234
2655,P03430,Q15008
2656,P03470,Q15843
2657,P03454,Q96AG4
2658,P03470,Q96HS1
2659,P05777,P36578
2660,P05780,Q06210
2661,P15682,P83731
2662,P03470,P49207
2663,P15682,P62495
2664,Q20MH0,P62841
2665,P03427,P21333
2666,P15682,P35527
2667,P03427,P63151
2668,P15682,P07237
2669,P03454,P08865
2670,P05780,Q13885
2671,P03454,P10412
2672,P15659,P08579
2673,P03430,Q9Y6M1
2674,P15682,Q9BUJ2
2675,Q20MH0,O75688
2676,P05780,Q9BUF5
2677,P03470,P84077
2678,P03470,Q92665
2679,P05777,P05387
2680,Q20MH0,P26373
2681,P03427,P62316
2682,P15682,O14744
2683,P03470,P51116
2684,P05777,Q13310
2685,P15659,P68371
2686,P05777,O96008
2687,P05777,Q01518
2688,P05777,P06733
2689,P03430,P62280
2690,P15659,Q7L2H7
2691,P03427,P61313
2692,P05780,Q07065
2693,P15682,P06753
2694,P05777,P60660
2695,P03454,P60891
2696,P03470,O43615
2697,P03470,P14868
2698,Q20MH0,P34931
2699,P03470,P06493
2700,P05777,Q01130
2701,P15659,O43823
2702,P15682,Q13435
2703,Q20MH0,P21333
2704,P15682,P29558
2705,P05780,P57088
2706,P03430,P62314
2707,P15682,O43809
2708,P15682,Q9H2P0
2709,P15659,P16401
2710,P03454,Q16186
2711,P03427,P35544
2712,P05780,Q9UI12
2713,P05780,P51571
2714,P05780,Q96C19
2715,P03430,Q70IA6
2716,P03470,P31942
2717,Q20MH0,P27348
2718,P03430,P17844
2719,P03430,Q00839
2720,P05777,Q96I25
2721,P15682,Q9UMS4
2722,P05777,P14625
2723,P15682,P31942
2724,P05780,P49790
2725,P05780,Q14974
2726,P15682,Q7Z417
2727,P03454,P35637
2728,P05777,Q8IWX8
2729,P05777,P55072
2730,P15682,P61927
2732,P15682,O60684
2733,P03470,Q9BUF5
2734,P03470,P42677
2735,P15659,P33947
2736,P03470,Q8NHQ9
2737,P03427,P62701
2738,P03427,Q08211
2739,P15659,Q15051
2740,P15682,Q71RC2
2741,P15682,P39023
2742,P05777,P42285
2743,P03454,P36578
2744,P03470,P01889
2745,P03430,Q13247
2746,P03427,P38646
2747,P03470,Q9NYU1
2748,P05777,P18124
2749,P03454,Q8WWY3
2750,P03427,P27708
2751,P05777,Q6PKG0
2752,P03454,Q07020
2753,P03430,Q15717
2754,P03427,P27824
2755,P03427,P16989
2756,P03427,P84103
2757,P03427,P10412
2758,P03454,P55036
2759,P05780,P84095
2760,P15659,P62917
2761,P03470,Q05639
2762,P03430,P31943
2763,P05777,P62269
2764,P15682,Q9Y3Y2
2765,P03470,P15151
2766,P05777,Q09666
2767,P05780,P84098
2768,P05777,P20339
2769,P03454,P61254
2770,P05780,P67809
2771,P03427,Q16186
2772,P15682,P46821
2773,P05777,Q92598
2774,P03470,P39019
2775,P05780,P22392
2776,P15659,P23458
2777,P05777,Q9Y2R0
2778,P03427,P52434
2779,P03470,Q7L2E3
2780,P03427,Q16576
2781,P05780,P04637
2782,P05777,Q15365
2783,P05780,Q9UBT7
2784,P03470,P49368
2785,P05777,P60891
2786,P15659,P62847
2787,P05777,P35637
2788,P03430,Q01130
2789,Q82506,P18077
2790,Q82506,P23588
2791,P03427,P10599
2792,P03430,P62979
2793,P05777,P12236
2795,P03430,Q9UKM9
2796,P05777,O94905
2797,P05777,P23297
2798,P15682,O75506
2799,P03430,P62241
2800,P03470,P18621
2801,P03508,Q9UJC3
2802,P03433,P10643
2803,P03508,Q93062
2804,P03508,Q92997
2805,P03508,Q6P1W5
2808,P05777,Q9NP72
2809,P15682,Q86U86
2810,P05780,P60903
2811,P05780,P51648
2812,P03470,Q9Y3I0
2813,P05780,O60664
2814,P15682,Q9Y678
2815,P03470,Q2NL82
2816,P15682,Q07666
2817,P15682,O43390
2818,P15682,P00558
2819,P05780,Q93008
2820,P03470,P53999
2821,P05777,Q8TDL5
2822,P15659,P49207
2824,P03470,O00571
2825,P15659,P39023
2826,P15682,Q02878
2827,P03470,O94979
2828,P03430,P12956
2829,P03427,Q14444
2830,P05780,Q9ULT8
2831,P15659,D3DNK7
2832,P03454,P62081
2833,P03427,P16403
2834,P03454,P0C0S8
2835,P05780,Q9BQ61
2836,P05780,Q9Y3U8
2837,Q82506,Q8N4L4
2838,P15682,Q8IYB3
2839,P03427,P62854
2840,P03427,Q9NTJ3
2841,P05780,Q9UIA9
2842,P05777,O14773
2843,P03427,Q96EY1
2844,P03454,P26006
2845,Q20MH0,O14744
2846,P05780,Q92538
2847,P03427,P42766
2848,P03454,P09012
2849,P03470,P63220
2850,P05780,Q96IX5
2851,P03427,P08670
2852,P03470,P60866
2853,P15682,O43447
2854,P03454,Q01082
2855,P03454,Q16778
2856,P03470,P00558
2857,P05780,P13010
2858,P15659,P83731
2859,P03454,P23396
2860,Q20MH0,P67775
2861,P03454,P49368
2862,P15659,O00487
2863,P03454,P84077
2864,P03427,P62266
2865,P05780,Q9P253
2866,P03470,P52789
2867,P05777,P05455
2869,P05777,P06753
2871,P15682,Q9NS86
2872,P05780,O96005
2873,P05777,P49368
2874,P03427,Q9BRK5
2875,P03454,P40227
2876,P15682,Q9UNQ2
2877,P03470,P62266
2878,P03470,Q02809
2879,P03454,P42677
2880,P03470,P51398
2881,P05780,P68871
2882,P15659,P62753
2883,P15682,O00422
2884,P15659,Q9NR30
2885,P05780,O14828
2886,P15682,Q9C005
2887,P03470,P13667
