"Pathogen","Taxonomy ID","Uniprot ID","Pathogen Protein","Uniprot ID","Human Protein","Experimental Method","Pubmed ID"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","Q96AG4","LRC59_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","P14868","SYDC_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","Q9NX63","MIC19_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03427","PB2_I33A0 ","P62318","SMD3_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q20MH0","PB1F2_I33A0 ","P15880","RS2_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","P61201","CSN2_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","O75964","ATP5L_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q13144","EI2BE_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","Q15393","SF3B3_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03454","HEMA_I33A0 ","P08238","HS90B_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","P04075","ALDOA_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q82506","NS1_I33A0 ","Q07020","RL18_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03454","HEMA_I33A0 ","Q9HCE6","ARGAL_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","Q9H307","PININ_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q82506","NS1_I33A0 ","Q13185","CBX3_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03427","PB2_I33A0 ","Q1KMD3","HNRL2_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","P17844","DDX5_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03430","RDRP_I33A0 ","Q02878","RL6_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","P61619","S61A1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","P62333","PRS10_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","Q13347","EIF3I_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q82506","NS1_I33A0 ","P62851","RS25_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03454","HEMA_I33A0 ","P14625","ENPL_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","P84090","ERH_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","P46821","MAP1B_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","P40616","ARL1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03430","RDRP_I33A0 ","P62249","RS16_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","P04264","K2C1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","P62241","RS8_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15659","PA_I33A0 ","O95793","STAU1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","Q16576","RBBP7_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03427","PB2_I33A0 ","P78371","TCPB_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","O43815","STRN_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","Q14697","GANAB_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","O95831","AIFM1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03430","RDRP_I33A0 ","Q99615","DNJC7_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03454","HEMA_I33A0 ","P27797","CALR_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03427","PB2_I33A0 ","O43823","AKAP8_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","P60953","CDC42_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","O14981","BTAF1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03454","HEMA_I33A0 ","P0C0S5","H2AZ_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","O14744","ANM5_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03454","HEMA_I33A0 ","P07737","PROF1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","P52294","IMA5_HUMAN ","pull down","12740372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03508","NEP_I34A1 ","Q9H2G9","GO45_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03508","NEP_I34A1 ","P43360","MAGA6_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","P52294","IMA5_HUMAN ","two hybrid","7831767"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03430","RDRP_I33A0 ","O60506","HNRPQ_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03454","HEMA_I33A0 ","P46821","MAP1B_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q82506","NS1_I33A0 ","P82914","RT15_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15659","PA_I33A0 ","P50991","TCPD_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","Q13247","SRSF6_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","Q9NUL3","STAU2_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","P28838","AMPL_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","P61353","RL27_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","P62834","RAP1A_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15659","PA_I33A0 ","P46821","MAP1B_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03430","RDRP_I33A0 ","Q9BQE3","TBA1C_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","P62906","RL10A_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","Q9BUQ8","DDX23_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","P31948","STIP1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15659","PA_I33A0 ","P04844","RPN2_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","P19338","NUCL_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03427","PB2_I33A0 ","P16401","H15_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15659","PA_I33A0 ","P11940","PABP1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","P35998","PRS7_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","P11387","TOP1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","Q96AG4","LRC59_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03430","RDRP_I33A0 ","P04792","HSPB1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","P55036","PSMD4_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","P63104","1433Z_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","P50454","SERPH_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","O15042","SR140_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","P42166","LAP2A_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","P11142","HSP7C_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03427","PB2_I33A0 ","Q9Y6M1","IF2B2_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","P62266","RS23_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","P17812","PYRG1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q9BW27","NUP85_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03430","RDRP_I33A0 ","P67809","YBOX1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","O15160","RPAC1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","P30044","PRDX5_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15659","PA_I33A0 ","Q01081","U2AF1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q82506","NS1_I33A0 ","P05386","RLA1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","O43615","TIM44_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q14697","GANAB_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","P11387","TOP1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15659","PA_I33A0 ","Q9P0J7","KCMF1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","P50748","KNTC1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03454","HEMA_I33A0 ","P67809","YBOX1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03454","HEMA_I33A0 ","P62851","RS25_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","P41252","SYIC_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","O94973","AP2A2_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","P22626","ROA2_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","P11940","PABP1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","Q13435","SF3B2_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03454","HEMA_I33A0 ","P51116","FXR2_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","P62826","RAN_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","O43823","AKAP8_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03430","RDRP_I33A0 ","P51116","FXR2_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","Q92841","DDX17_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03454","HEMA_I33A0 ","P09874","PARP1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","Q15365","PCBP1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","P04406","G3P_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","Q15233","NONO_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03454","HEMA_I33A0 ","Q9Y3Z3","SAMH1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","P06753","TPM3_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","Q15366","PCBP2_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","P26038","MOES_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03430","RDRP_I33A0 ","P18621","RL17_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","O15260","SURF4_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","P33991","MCM4_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","Q9Y3U8","RL36_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q20MH0","PB1F2_I33A0 ","Q14257","RCN2_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","Q99623","PHB2_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","P19338","NUCL_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03427","PB2_I33A0 ","Q14315","FLNC_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03430","RDRP_I33A0 ","Q8N3Z0","PRS35_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q82506","NS1_I33A0 ","P42766","RL35_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","P52434","RPAB3_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03427","PB2_I33A0 ","P52815","RM12_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","P63241","IF5A1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","O15372","EIF3H_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q82506","NS1_I33A0 ","P14866","HNRPL_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q8TCT9","HM13_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","O15084","ANR28_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","P68363","TBA1B_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","P49756","RBM25_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03430","RDRP_I33A0 ","P09651","ROA1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","Q13200","PSMD2_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03454","HEMA_I33A0 ","P84098","RL19_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","P21333","FLNA_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","P0C0S8","H2A1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","P46783","RS10_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q96N66","MBOA7_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","P55786","PSA_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","Q92499","DDX1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03427","PB2_I33A0 ","P62847","RS24_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","P63244","RACK1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03427","PB2_I33A0 ","Q12879","NMDE1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q96T76","MMS19_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q29RF7","PDS5A_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q89733","NEP_I33A0 ","P84098","RL19_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","P49458","SRP09_HUMAN ","coimmunoprecipitation","25464832"
