virusUprot,humanUprot
B4URF7,P51948
B4URF7,P02795
B4URF7,Q14764
B4URF7,Q13287
B4URF7,Q8NI08
B4URF7,P12004
B4URF7,Q16587
B4URF7,P52294
A4ZNR3,P27986
A8C8W5,P63244
Q1K9H2,Q13405
Q1K9H5,P63104
B4URE7,Q9HC07
Q20MH8,Q8N1B4
Q1K9H2,Q9H307
Q1K9G9,Q92542
B4URF7,P62714
B4URF0,P61619
B4URF7,Q9BWF3
Q1K9H5,P31040
Q20MH4,Q6NXR0
Q1K9H5,P62191
Q20MH4,P05165
Q1K9G9,O95399
Q92900,Q194T2
B4URF0,Q9UBB4
B4URF7,O95071
Q20MH8,O95373
Q1K9H2,Q92552
Q1K9H2,P61247
B4URF7,Q8WWH5
B4URF7,O00505
B4URE7,O43504
Q1K9H2,P62995
Q20MH8,P17858
Q20MH8,O43156
Q99729,Q194T2
Q1K9H5,P31930
Q20MH8,Q13395
Q20MH8,Q9BZQ6
Q20MH4,P24539
Q1K9H5,P22314
Q1K9H2,P10412
Q1K9G9,Q92764
Q1K9H5,Q9UGP8
Q1K9H5,P33176
B4URF0,O75431
Q1K9H5,O95292
Q1K9H5,P46781
B4URF0,P50570
Q20MH8,P49770
Q9Y224,Q194T2
B4URF0,P08754
Q20MH8,Q8WTW3
Q1K9H5,Q7Z2W4
Q1K9H5,Q9Y265
Q1K9H2,Q9UKM9
B4URF7,O60220
B4URF7,Q71UM5
Q20MH8,Q8N335
Q1K9H5,P47756
B4URF7,P61962
Q1I2B2,Q6KB66
Q1K9H2,Q9BYD3
B4URF7,Q04837
Q1K9H2,P52298
B4URF7,Q15185
B4URF7,Q96EY1
Q1K9H5,P30519
Q1K9H5,Q9ULT8
B4URF7,P49720
Q1K9H5,P49321
P16403,Q194T2
Q1K9H5,P17987
B4URF0,Q9UNL2
Q96G97,Q194T2
B4URE7,P61421
Q20MH8,Q9BSJ2
Q1K9H2,P17844
Q20MH8,Q9H3N1
B4URE7,B3KQW1
Q20MH8,Q9GZT3
Q1K9H5,Q14315
Q20MH8,Q9UBB6
Q1K9H5,Q9Y4W2
Q1K9H5,P11441
Q1K9H2,Q9BPZ3
B4URF0,Q15629
Q1K9H2,P82673
Q20MH8,P83436
Q1K9H5,Q99615
Q1K9H2,Q6PKG0
P38919,Q194T2
P15682,P0DMV9
P03496,O15226
P03496,O00459
P03496,P18583
P03496,Q9NUL3
P03496,Q96SI9
P03496,P27986
P03496,O14908
P03496,O14907
P03496,Q14160
P03496,Q15633
P03496,O95639
P03496,O75569
P03496,P49589
P03496,Q9UBW7
P03496,Q92966
P03496,P40429
P03496,Q9C099
P03496,Q07817
P03496,Q9NYF8
P03496,P62750
P03496,Q5TA45
P03496,O75348
P03496,P15822
P03496,Q49A26
P03496,Q9Y6X2
P03496,Q9Y692
P03496,Q13105
P03496,P06733
P03496,Q9H1D9
P03496,P21912
P03496,Q96HA1
P03496,Q6PI77
P03496,Q96RT1
P03496,Q8NC69
P03496,Q5SXM2
P03496,Q15942
P03496,P19429
Q20MH3,O00459
Q20MH3,P27986
Q20MH3,O15226
Q20MH3,Q12906
P03496,Q13227
Q20MH3,Q9NY93
Q20MH3,Q03188
Q20MH3,P55265
Q20MH3,Q9NX74
Q20MH3,P49589
Q20MH3,O95639
Q20MH3,O75569
Q20MH3,P18583
Q20MH3,Q96SI9
Q20MH3,Q9NUL3
Q20MH3,O95793
Q20MH3,Q15633
Q20MH3,O75348
Q20MH3,P15822
Q20MH3,Q49A26
Q20MH3,Q9Y6X2
Q20MH3,Q9UBW7
Q20MH3,Q14160
Q20MH3,Q674X7
Q20MH3,Q07817
Q20MH3,P62750
Q20MH3,O14907
Q20MH3,P68104
Q0A2H0,P27986
Q0A2H0,O15226
Q0A2H0,Q12906
Q0A2H0,Q9NX74
Q20MH3,Q9Y692
Q0A2H0,Q03188
Q0A2H0,P55265
Q20MH3,Q15942
Q20MH3,Q9H1D9
Q0A2H0,Q9NY93
Q0A2H0,O95639
Q0A2H0,O75569
Q0A2H0,Q15633
Q0A2H0,O00459
Q0A2H0,Q9NUL3
Q0A2H0,O95793
Q0A2H0,P18583
Q0A2H0,Q96SI9
Q0A2H0,P62750
Q0A2H0,P78352
Q0A2H0,Q9C099
Q0A2H0,O14908
Q0A2H0,Q9NYF8
Q0A2H0,Q14160
Q0A2H0,P49589
Q0A2H0,Q07817
Q0A2H0,P45984
Q0A2H0,O14907
Q0A2H0,P21912
Q0A2H0,Q9H1D9
Q0A2H0,Q9Y692
Q0A2H0,O75348
Q0A2H0,Q5TA45
Q0A2H0,Q49A26
Q0A2H0,Q9Y6X2
Q0A2H0,Q9UBW7
Q0A2H0,P46108
Q0A2H0,P15822
Q2PJP0,P55265
Q0A2H0,P19429
Q0A2H0,Q5SXM2
Q0A2H0,P06733
Q0A2H0,Q8NC69
Q0A2H0,Q13105
Q0A2H0,Q15942
Q2PJP0,O00459
Q2PJP0,P27986
Q2PJP0,O15226
Q2PJP0,Q03188
Q2PJP0,Q9NX74
Q2PJP0,Q9NY93
Q2PJP0,Q12906
Q2PJP0,O14907
Q2PJP0,Q14160
Q2PJP0,P49589
Q2PJP0,O95639
Q2PJP0,P18583
Q2PJP0,Q15633
Q2PJP0,Q96SI9
Q2PJP0,Q9NUL3
Q2PJP0,O95793
Q2PJP0,O75569
Q2PJP0,Q9UBW7
Q2PJP0,P46108
Q2PJP0,Q5TA45
Q2PJP0,P45984
Q2PJP0,Q9NYF8
Q2PJP0,P62750
Q2PJP0,P78352
Q2PJP0,Q9C099
Q2PJP0,O14908
Q2PJP0,Q13105
Q2PJP0,P06733
Q2PJP0,P21912
Q2PJP0,Q9Y6X2
Q2PJP0,O75348
Q2PJP0,P15822
Q2PJP0,Q49A26
Q2PJP0,Q9H1D9
Q6DP93,Q9NY93
Q6DP93,Q03188
Q6DP93,P55265
Q2PJP0,Q13227
Q2PJP0,Q8NC69
Q2PJP0,Q6PI77
Q2PJP0,Q96RT1
Q2PJP0,P19429
Q2PJP0,Q5SXM2
Q2PJP0,Q96HA1
Q6DP93,P18583
Q6DP93,O00459
Q6DP93,Q9NX74
Q6DP93,O15226
Q6DP93,Q12906
Q6DP93,P27986
Q6DP93,O14907
Q6DP93,Q14160
Q6DP93,O95639
Q6DP93,O95793
Q6DP93,Q15633
Q6DP93,Q96SI9
Q6DP93,Q9NUL3
Q6DP93,O75569
Q6DP93,P06396
Q6DP93,O14908
Q6DP93,P78352
Q6DP93,Q9C099
Q6DP93,P45984
Q6DP93,Q13227
Q6DP93,Q96RT1
Q6DP93,Q13105
Q6DP93,P21912
Q6DP93,Q9UBW7
Q6DP93,P15822
Q6DP93,Q49A26
Q6DP93,Q9Y6X2
Q6DP93,O75348
P03508,Q9Y6X2
P03508,Q9UBW7
P03508,P21912
P03508,Q9H1D9
P03508,Q49A26
P03508,O75348
P03508,P15822
P03508,Q9Y692
P03508,P06733
P03508,Q13227
P03508,Q96HA1
P03508,Q13105
P03508,Q96RT1
P03508,P19429
P03508,Q5SXM2
P03508,Q6PI77
P03508,Q9Y2V7
P03508,Q9UIA0
P03508,P63010
P03508,Q9Y244
P03508,Q9NS73
P03508,Q13155
P03508,P27540
P03508,Q9H257
P03508,P08865
P03508,Q08AM6
P03508,O95229
P03508,P07942
P03508,Q9Y6N6
P03508,O95219
P03508,Q4J6C6
P03508,Q8N4C6
P03508,P35658
P03508,Q8TD31
P03508,P01857
P03508,Q96MW5
P03508,Q9H3R5
Q20MH4,Q49A26
Q20MH4,Q9Y6X2
P03508,P63167
P03508,Q13561
P03508,O43303
Q20MH4,Q9UBW7
Q20MH4,P21912
Q20MH4,Q9H1D9
Q20MH4,P15822
Q20MH4,O75348
Q20MH4,Q9Y692
Q20MH4,Q96HA1
Q20MH4,Q6PI77
Q20MH4,Q8NC69
Q20MH4,P19429
Q20MH4,Q5SXM2
Q20MH4,Q96RT1
Q20MH4,Q9H257
Q20MH4,Q9Y2V7
Q20MH4,Q13227
Q20MH4,Q9NS73
Q20MH4,P63010
Q20MH4,Q9UIA0
Q20MH4,P27540
Q20MH4,Q08AM6
Q20MH4,P08865
Q20MH4,P63208
Q20MH4,Q96MW5
Q20MH4,P01857
Q20MH4,P07942
Q20MH4,Q13155
Q20MH4,Q8N4C6
Q20MH4,O95219
Q20MH4,Q9Y6N6
Q20MH4,Q8TD31
Q20MH4,Q9H3R5
Q20MH4,P63167
Q20MH4,Q13561
Q20MH4,O43303
Q0A2H1,Q9UBW7
Q0A2H1,Q9H1D9
Q0A2H1,Q9Y692
Q0A2H1,Q9Y6X2
Q0A2H1,P15822
Q0A2H1,Q49A26
Q0A2H1,O75348
Q0A2H1,Q5SXM2
Q0A2H1,Q15942
Q0A2H1,P21912
Q0A2H1,P06733
Q0A2H1,Q8NC69
Q0A2H1,Q9H257
Q0A2H1,Q9Y2V7
Q0A2H1,Q9UIA0
Q0A2H1,P19429
Q0A2H1,Q13227
Q0A2H1,Q96HA1
Q0A2H1,Q6PI77
Q0A2H1,Q9NS73
Q0A2H1,O95229
Q0A2H1,Q5W0U4
Q0A2H1,Q08AM6
Q0A2H1,P08865
Q0A2H1,Q9BSY4
Q0A2H1,Q9Y6N6
Q0A2H1,Q8N4C6
Q0A2H1,Q4J6C6
Q0A2H1,P63208
Q0A2H1,Q13155
Q0A2H1,P27540
Q0A2H1,O95219
Q0A2H1,Q8TD31
Q0A2H1,Q9H3R5
Q0A2H1,Q96MW5
Q0A2H1,P01857
Q0A2H1,P07942
Q2PJP1,Q49A26
Q2PJP1,Q9UBW7
Q0A2H1,P35658
Q0A2H1,O43303
Q0A2H1,P63167
Q0A2H1,Q13561
Q2PJP1,Q5SXM2
Q2PJP1,Q13105
Q2PJP1,P06733
Q2PJP1,P15822
Q2PJP1,Q9H1D9
Q2PJP1,O75348
Q2PJP1,P21912
Q2PJP1,Q9Y244
Q2PJP1,O14530
Q2PJP1,P19429
Q2PJP1,Q96HA1
Q2PJP1,Q6PI77
Q2PJP1,Q13227
Q2PJP1,O95229
Q2PJP1,Q5W0U4
Q2PJP1,Q9BSY4
Q2PJP1,P63208
Q2PJP1,Q08AM6
Q2PJP1,P27540
Q2PJP1,P08865
Q2PJP1,P07942
Q2PJP1,Q9Y6N6
Q2PJP1,Q13155
Q2PJP1,Q4J6C6
Q2PJP1,O95219
Q2PJP1,Q8N4C6
Q2PJP1,P63167
Q2PJP1,P35658
Q2PJP1,P01857
Q2PJP1,Q9H3R5
Q2PJP1,Q96MW5
Q2PJP1,Q8TD31
Q6DP94,O75348
Q6DP94,P15822
Q6DP94,Q49A26
Q2PJP1,O43303
Q6DP94,Q9UBW7
Q2PJP1,Q13561
Q6DP94,Q9Y6X2
Q6DP94,Q5SXM2
Q6DP94,Q15942
Q6DP94,Q9Y692
Q6DP94,P21912
Q6DP94,Q9H1D9
Q6DP94,P06733
Q6DP94,P08865
Q6DP94,O14530
Q6DP94,P19429
Q6DP94,Q96HA1
Q6DP94,Q6PI77
Q6DP94,Q13227
Q6DP94,O95219
Q6DP94,Q13155
Q6DP94,Q9BSY4
Q6DP94,O95229
Q6DP94,Q5W0U4
Q6DP94,P27540
Q6DP94,Q96MW5
Q6DP94,P01857
Q6DP94,Q4J6C6
Q6DP94,Q9Y6N6
Q6DP94,Q8N4C6
Q6DP94,P07942
Q6DP94,Q13561
Q6DP94,O43303
Q6DP94,Q9H3R5
Q6DP94,P35658
Q6DP94,Q8TD31
Q6DP94,P63167
B4URF7,P18583
Q20MH4,P14136
Q1K9H5,P61981
Q1K9H5,P62714
Q5JVF3,Q194T2
Q20MH8,P14324
B4URF0,O14967
Q20MH8,P08574
Q20MH8,P04844
B4URF0,Q9Y2G8
Q20MH8,P35249
Q1K9H2,P14678
Q1K9H2,Q9Y3D3
Q1K9H2,P82650
B4URE7,Q14254
B4URE7,Q8NCP5
Q20MH8,Q9UBF2
Q1K9H2,P10155
Q14151,Q194T2
Q1K9H5,P30876
Q1K9H2,Q9H9J2
Q20MH8,Q12904
Q1K9H2,Q09161
B4URF7,Q9BRK5
Q1K9H5,Q9Y5Q9
Q1K9H5,P58546
Q1K9H5,Q9Y230
B4URF0,P13667
Q20MH8,Q9H900
B4URF7,P43686
B4URF7,O95816
Q1K9G9,Q9NZL4
B4URF7,P57721
Q1I2B2,Q02413
Q1K9H5,O00571
Q20MH8,Q6NZ67
Q1K9H2,P07737
Q20MH8,P08237
O43660,Q194T2
B4URE7,P61204
Q1K9H5,Q00610
Q20MH4,P56381
Q20MH8,Q96P70
Q20MH8,O94822
Q1K9H5,P62826
Q20MH8,Q15003
Q20MH8,Q13505
Q1K9H5,P49006
Q1K9H2,Q9BUJ2
Q1K9H2,Q9Y5S9
B4URF7,P28070
Q1K9H5,Q96EY1
B4URF0,Q12907
B4URF0,Q9P260
B4URF0,Q9Y512
Q1K9H5,P28288
Q1K9H2,Q9BZE4
Q20MH8,Q9UI10
Q20MH4,P62633
Q20MH8,P55786
Q1K9H5,P84996
Q20MH8,Q02978
Q1K9H5,P54707
B4URE7,O43615
B4URF7,O00629
P18621,Q194T2
Q20MH8,P04181
B4URE7,P30825
B4URF7,Q5W0B1
Q1K9H5,P04004
B4URF0,Q8TD57
Q20MH8,P56192
Q1I2B2,Q14112
B4URE7,Q8WUM4
B4URF7,O00231
Q1K9H2,Q15773
Q1K9H5,P33993
Q1K9H5,Q96A33
Q9UKM9,Q194T2
Q1K9H5,P50990
Q1K9H2,P84103
Q20MH8,Q9HAV4
Q1K9H5,Q9UNM6
Q20MH8,Q8NI27
Q20MH8,Q9Y5L0
Q20MH8,Q9UPU5
Q1K9H2,Q9Y3D9
Q1K9H5,P36957
B4URE7,Q9UBX3
Q1K9H5,Q92896
Q20MH8,Q6P2E9
B4URE7,P18085
Q1K9H5,P04843
B4URE7,Q9H5Q4
Q1K9H5,P05023
Q20MH8,Q14139
Q1K9H5,Q10713
Q1K9H5,O14818
Q1K9H5,Q14165
Q12906,Q194T2
Q20MH8,Q9Y6E2
Q20MH8,Q8WVX9
Q1K9H2,P08621
Q1K9H5,Q06830
B4URE7,Q9H0W5
Q20MH8,Q9BTY2
Q20MH8,Q9UQE7
B4URF7,P25789
Q20MH8,Q9H2V7
Q20MH8,Q9P2E9
Q1K9H5,P63241
Q20MH8,P39656
Q1K9G9,Q2M2I5
Q20MH8,Q9BT22
Q20MH8,P52701
Q92499,Q194T2
Q1K9H2,Q92900
Q8WUD4,Q194T2
Q20MH8,Q8IUR0
Q20MH4,P56134
Q20MH8,P40855
Q20MH8,Q96J01
Q1K9H2,Q9Y3D5
Q20MH8,Q9BQB6
B4URE7,Q9GZP9
Q20MH8,Q29RF7
B4URF7,P25787
Q1K9H2,Q02809
Q20MH8,Q9NTJ3
Q20MH8,Q5T9A4
Q20MH8,Q92990
Q1K9H2,Q9Y2R5
Q20MH8,Q15054
Q20MH8,Q9UI26
B4URF0,P30101
B4URF0,Q9NZ01
Q1K9H5,Q96PU8
Q20MH4,P12273
Q1K9H2,P49458
B4URF0,Q6NUQ1
Q1K9G9,Q5VTJ3
Q1K9H5,Q99871
Q1K9H5,P55209
Q1K9H5,Q9UPU7
O60832,Q194T2
Q20MH4,Q96F45
O75152,Q194T2
Q1K9H2,P61254
Q1K9H5,Q9P2F8
Q1K9H2,Q9NUD5
Q1K9H5,Q9NRX5
Q1K9H2,P62899
Q1K9H5,P60903
Q20MH8,Q96ER3
B4URE7,P26641
Q1K9H5,P18031
B4URF7,P17844
B4URE7,Q13257
P39019,Q194T2
Q1K9H5,P49368
Q1K9H5,Q16531
B4URE7,P39656
Q1K9H5,Q08945
Q1K9H2,P61326
Q20MH8,Q6NXE6
B4URE7,P62873
Q1K9H5,O43805
Q20MH8,P07814
Q1K9H2,O75533
Q20MH8,O14981
Q20MH8,P62304
O75643,Q194T2
Q20MH4,O94766
B4URF7,Q99436
Q1K9H2,Q9NTK5
Q1K9H5,P62993
B4URF7,Q15018
Q1K9H2,Q86U42
Q20MH8,Q92616
Q20MH4,Q32P51
B4URF0,Q9UBV2
P51398,Q194T2
Q1K9H2,Q15050
Q1K9H5,P11586
Q1K9H5,Q5SW79
B4URF7,Q96PK6
Q1K9H2,O60684
Q20MH4,P56385
P41208,Q194T2
Q1K9H5,Q14257
Q1K9H2,Q08170
B4URF7,Q16186
B4URF7,Q9Y5J9
B4URE7,P12004
Q1K9H5,P55735
B4URF7,Q8IUE6
Q1K9H2,P82675
Q20MH8,Q9UID3
Q20MH8,Q9P035
Q1K9H5,P17612
Q1K9H5,P50402
Q20MH8,P55060
Q1K9H2,P42766
B4URE7,P39019
B4URE7,Q9Y5Y2
O75934,Q194T2
Q1K9H5,P62280
Q1K9H5,P16298
Q20MH8,Q15046
B4URE7,O95197
B4URE7,O00560
P62750,Q194T2
Q1K9H5,Q9BT78
Q1K9H5,Q9UHG3
B4URF0,P30837
Q1K9H5,O15228
B4URF7,O75190
Q20MH8,O14929
Q9NPA8,Q194T2
P46109,Q194T2
B4URE7,A0FGR8
B4URE7,P20645
B4URF7,Q16718
Q1K9H5,Q13617
Q20MH8,Q4LE69
Q20MH8,Q9UBB4
Q1I2B2,P51570
P63220,Q194T2
Q1K9H2,O60783
B4URF0,P06899
Q20MH8,Q4VXU2
Q1K9H2,Q96EP5
Q1K9G9,P31151
Q20MH8,Q9NR50
B4URE7,P83916
Q1K9H5,A8MTJ3
Q1K9H5,Q96GA3
Q15717,Q194T2
Q1K9H5,O60830
Q20MH8,Q9Y3F4
P43243,Q194T2
Q1K9H5,P08708
Q1K9H5,P23526
Q1K9H2,Q13595
Q1K9H5,P49721
Q20MH8,Q6YHU6
B4URF7,P33993
Q20MH8,Q01813
B4URF7,P27708
Q1K9H2,Q6PKG0
Q20MH8,Q8WVR3
B4URF0,P60709
Q1K9H5,P28072
Q1K9H2,Q16629
Q1K9H5,P20700
Q1K9H2,Q9HCE1
Q1K9H2,Q9Y399
Q1K9H5,A8KAG1
B4URF7,Q9H078
B4URF0,P14625
Q1K9H5,O43242
Q1K9H2,P82663
Q1K9H2,Q96EL3
Q20MH8,Q9BXW9
Q1I2B2,Q8N6R0
B4URF7,P62333
B4URE7,Q53H12
Q20MH8,P57088
Q20MH8,Q96E22
B4URF7,A6NHL2
Q1K9H2,P46781
Q1K9H5,P30153
Q20MH8,Q6P3X3
Q1K9H5,Q86UE4
Q20MH8,Q9Y3Z3
B4URE7,P84077
Q1K9G9,Q9Y3B7
Q1K9H5,P07900
Q1K9H5,P30041
Q20MH8,P54136
Q20MH8,Q6ZRP7
Q20MH8,Q08AM6
B4URE7,Q6IAA8
Q1K9H2,P62318
B4URF7,O43242
Q1K9H5,Q13501
Q1K9H2,Q8TAE8
Q20MH8,P06493
B4URE7,Q15366
Q20MH8,P62314
Q1K9H5,P31946
B4URF7,P63208
Q1K9H5,Q15181
B4URF7,P48556
B4URE7,O60762
B4URF7,Q96LP2
Q1K9H5,P30048
B4URF7,Q92769
Q20MH8,O43264
B4URF7,P43243
Q1K9H2,Q13151
Q1K9H5,Q9UL15
Q20MH8,Q9NVI7
Q1K9H5,Q9HCU5
Q1K9H5,P54886
Q1K9H2,P09661
Q1K9H5,O00410
B4URE7,O43324
Q20MH8,O76071
B4URE7,P12236
Q1K9H5,P49720
Q20MH8,O14980
Q1K9H5,P20618
Q1K9H5,Q14568
Q1K9H5,O15523
Q1K9H5,P13637
B4URF0,O14983
B4URE7,Q93050
B4URE7,Q7Z3C6
Q1K9H2,Q13601
Q20MH8,P52292
Q9P013,Q194T2
Q20MH8,O43913
B4URF7,P28074
B4URE7,P04920
Q20MH8,Q14974
Q20MH8,Q9NU22
Q7L2E3,Q194T2
Q20MH8,O95347
P55265,Q194T2
Q1K9H2,P09012
B4URF7,Q6ZUT9
Q1K9H5,Q9Y394
Q1K9H5,P41250
Q20MH8,Q68E01
Q20MH8,Q9NWZ8
Q20MH8,O75251
Q1I2B2,Q9Y241
Q20MH8,P62306
Q1K9H5,O43765
Q20MH8,Q13144
Q1K9H5,O43707
Q9Y3I0,Q194T2
Q1K9H5,P10515
Q20MH8,P43003
Q9NZI8,Q194T2
Q20MH4,P45973
Q20MH8,Q5JTZ9
Q1I2B2,P35900
B4URE7,P51809
P35573,Q194T2
Q20MH8,Q8N1F7
Q1K9G9,Q13033
Q1K9H5,P48556
B4URF7,P07900
Q20MH8,Q9UNL2
B4URF7,Q08945
Q20MH8,Q9Y296
B4URF0,P40939
Q1K9H5,Q9H9H4
P42766,Q194T2
Q1K9H5,Q9Y5K5
Q1K9H5,O15355
Q1K9H5,Q92504
Q1K9H5,O95831
B4URE7,Q00325
Q20MH4,Q9NX40
Q1K9H2,P51398
P14678,Q194T2
Q1K9H2,Q01130
Q20MH8,Q9UJX3
B4URF7,Q15008
Q1K9H2,Q9BYK8
B4URF0,P27824
Q1K9H2,O43390
B4URE7,Q8TF09
Q1K9H2,P82914
B4URE7,P10321
P51991,Q194T2
B4URE7,P21964
Q9UMS4,Q194T2
Q20MH8,P49756
Q1K9H5,P28070
Q1K9H2,P62304
Q20MH8,Q5JPH6
Q1K9H5,Q9UK41
B4URF6,Q9H3K6
Q1K9H2,Q13247
Q1K9H5,O00233
Q1K9H5,Q8WW22
Q20MH4,P14649
O43143,Q194T2
B4URF7,Q13347
Q20MH4,P48047
Q20MH8,Q93008
Q20MH8,P43487
Q1K9H5,O15173
B4URF0,P53985
B4URF7,P28072
O60508,Q194T2
Q1K9H5,P40855
Q20MH8,Q14232
Q20MH4,Q5T5U3
B4URE7,Q01650
B4URF7,Q9UNM6
Q1K9H5,Q9NRX2
Q1K9H2,Q7L2J0
B4URE7,Q14CN4
Q1K9H2,O75526
Q1K9H5,P62979
Q20MH8,P51617
Q20MH8,P68133
Q20MH4,P25705
B4URF7,Q14498
Q20MH8,P48735
Q20MH8,Q9UNS1
Q1K9H5,Q9H4A5
Q20MH8,O94905
Q1K9H5,Q9NRG9
Q20MH4,P30049
P26378,Q194T2
Q20MH8,P46977
Q20MH8,P10589
Q1K9H2,Q13242
Q1K9H5,Q04917
Q1I2B2,Q562R1
Q1K9H2,Q53F19
Q20MH8,P06733
Q1K9H2,Q9Y2R9
B4URE7,Q53GQ0
Q1K9H5,P67775
Q20MH8,P38606
Q20MH8,Q96CW5
Q1K9H5,Q96EQ0
B4URF0,Q9H583
Q20MH8,O14893
B4URE7,P25398
Q1K9H5,Q9H078
Q20MH8,Q9P2J5
Q1K9H2,P82921
Q20MH8,Q86XI2
Q1K9H5,Q9NP97
Q1K9H5,P04632
O43390,Q194T2
Q1K9H5,P14209
B4URF7,P29966
Q1K9H5,P09543
Q1K9H5,O95905
Q1K9H5,O00165
Q20MH8,P51648
Q1K9H2,Q1KMD3
B4URE7,Q9Y289
B4URE7,Q9P000
Q16629,Q194T2
Q1K9H5,P21912
Q1K9H5,Q13619
Q1K9H2,Q96EY7
Q20MH8,P28799
Q1K9H2,Q00577
B4URE7,O60488
Q1K9H5,O00231
Q1K9H5,Q9UNF1
Q1K9H5,Q8TEM1
Q20MH8,P50991
Q1K9G9,P06454
Q1K9H5,Q9UNE7
Q20MH8,Q92621
B4URE7,O14735
Q14444,Q194T2
B4URF0,P05091
Q1K9G9,Q92598
B4URF0,P42224
Q20MH8,Q96Q05
Q1K9H5,Q99733
Q1K9H2,Q96DU9
Q20MH8,Q9Y4R8
Q20MH8,O15269
B4URF0,Q96DZ1
Q20MH8,Q9Y3D0
B4URE7,Q15070
B4URE7,P12235
B4URF0,Q9HCN8
P31942,Q194T2
Q1K9H5,Q9H4A6
Q20MH8,Q9HCN4
Q20MH4,P55769
Q20MH8,Q16637
Q1K9H5,Q9BPZ7
Q1K9H5,P78371
Q20MH4,Q4ZHG4
B4URF0,Q5JSZ5
Q20MH8,Q96HS1
Q1K9H5,P35998
Q20MH8,Q9NWW5
Q20MH8,Q96T76
Q20MH8,Q9NVI1
Q6P2Q9,Q194T2
Q1K9H5,Q92945
Q13247,Q194T2
B4URF0,Q8WVX9
Q1K9H5,P17655
Q20MH8,O43592
Q20MH8,P40939
Q20MH8,Q7RTS9
Q20MH8,P00338
B4URE7,P84085
P61254,Q194T2
B4URF7,P35998
P09661,Q194T2
B4URF7,O14818
Q1K9H2,P16989
B4URF7,P17980
Q20MH8,Q86VP6
Q1K9H5,Q9Y5V3
Q20MH4,P36542
B4URE7,P62851
Q20MH8,Q9Y2V7
Q1K9H5,P60842
B4URF7,Q07666
Q1K9H5,Q9UDY4
B4URE7,P01111
Q1K9H2,Q16540
B4URF7,O43852
B4URE7,P43003
Q1K9H5,Q8TC07
Q20MH4,P37802
Q1K9H2,Q9Y291
Q20MH8,Q9UJS0
Q20MH8,Q92973
Q1K9H5,Q99653
Q1K9H2,Q15287
Q96I24,Q194T2
Q1K9H2,P31942
Q20MH8,Q8WXE1
Q1K9H5,P61165
Q1K9H5,P24534
Q20MH8,Q5T4S7
P38159,Q194T2
Q1K9H5,P13797
Q20MH8,O75396
B4URE7,Q8NF37
Q20MH8,Q8TCG1
Q20MH4,O75964
Q20MH8,Q8TED1
Q1K9G9,P34932
Q1K9H5,O43852
B4URF0,Q99961
Q1K9H2,Q9BYN8
B4URF0,Q96G23
Q20MH8,Q9UBM7
Q20MH8,Q5T4S7
B4URF6,Q92945
P03454,P0DMV9
P42766,Q194T2
P03427,P0DMV9
P05777,P0DMV9
P05780,A0A024R0M6
P03470,P0DMV9
P03430,P0DMV9
P15659,P0DMV9
B4URF6,P23526
Q1K9H2,Q01130
Q1KMD3,Q194T2
Q20MH8,Q9NVA4
B4URE7,Q8WUK0
P0CB38,Q194T2
B4URE7,P30443
Q1K9H5,O95071
O00425,Q194T2
Q20MH8,Q13155
Q1K9H2,P82912
Q1K9H5,Q9NQC3
Q1I2B2,Q13283
Q1K9H2,O75569
Q9UKV3,Q194T2
Q20MH8,Q15058
Q1K9G9,Q9NZT1
Q1K9H5,P08670
Q1K9H2,Q9P015
Q1K9H5,O14654
P14866,Q194T2
B4URF7,P51610
B4URF0,Q8WWL7
Q1K9H5,O95816
B4URF7,P49721
B4URE7,Q15046
Q20MH8,Q86Y56
B4URF0,P60033
Q20MH8,Q969Z0
B4URF7,Q9BQ70
B4URF7,O95391
Q1K9H5,Q9UJZ1
B4URE7,Q15758
Q20MH8,P21964
Q1K9H5,Q96EY5
Q20MH8,P60604
Q1K9H2,Q9H814
B4URF0,Q16891
B4URE7,Q86T03
B4URE7,Q96AB3
Q20MH4,Q3ZAQ7
Q1K9H2,O14559
Q20MH8,Q5C9Z4
Q20MH8,A6NDU8
Q20MH8,P14868
B4URF7,Q9UNK9
Q20MH8,O75419
B4URE7,P61619
B4URF7,P55058
Q20MH8,Q6JQN1
Q20MH8,P47897
Q9UNP9,Q194T2
Q20MH4,P00846
Q20MH8,Q5VYK3
Q1K9H5,O43164
Q20MH8,Q8NI60
Q20MH8,O00410
Q20MH8,P18825
Q1K9H5,Q6ZRV2
Q20MH4,O75531
B4URF7,P60900
B4URF7,P55072
Q20MH8,Q92947
Q6PCB5,Q194T2
Q20MH8,Q96JB2
B4URF7,Q96QV6
Q20MH8,Q15645
Q1K9H5,P43686
Q1K9H2,Q13148
Q20MH8,Q9UBD5
B4URF7,O15027
Q20MH8,Q9UHI6
B4URF7,P25786
B4URF7,P20618
B4URE7,P53007
Q1K9H5,P25787
Q20MH8,Q5SRE5
Q20MH8,P16615
Q20MH8,A0A024R0M6
B4URF0,Q10589
B4URE7,Q14542
P08579,Q194T2
Q1K9H5,P11717
Q1K9H5,Q15185
Q20MH8,P56182
B4URE7,Q5XKP0
B4URF7,Q9UJS0
B4URF7,Q14257
Q20MH8,Q9HD45
Q1K9H2,P18077
Q20MH8,Q9UPT5
Q20MH8,Q86SZ2
Q20MH8,O14787
Q20MH8,Q9H857
Q20MH8,Q92538
